RBG_CYC_66824_Nw_c0_41V_40C_C10C10_170627_622BNG_VC211_100DOD_127 (155723 Points)
Capacity (mAh)	Voltage (V)
130.7	3.4964
134	3.4815
137.3	3.4681
140.7	3.4607
144.1	3.4539
147.4	3.4468
150.8	3.4393
154.1	3.4319
157.4	3.4238
160.8	3.4145
164.2	3.4009
167.5	3.3723
170.5	3.332
170.8	3.3268
173.2	3.2868
174.2	3.2679
176.1	3.2279
177.6	3.1919
179	3.1519
180.3	3.1119
180.9	3.089
181.9	3.049
182.8	3.009
183	3
0	3.014
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2942
8.6	3.3342
10.1	3.3615
12.6	3.4015
13.4	3.4123
16.8	3.4461
20.1	3.4588
23.4	3.4666
26.8	3.4743
30.1	3.4818
33.5	3.4892
36.9	3.497
40.2	3.5053
43.5	3.5156
46.9	3.5274
50.3	3.5401
53.6	3.5528
57	3.5655
60.3	3.5788
63.6	3.59
67	3.6018
70.3	3.6145
73.7	3.6253
77	3.6337
80.4	3.6421
83.8	3.6511
87.1	3.66
90.5	3.6693
93.8	3.6793
97.2	3.6892
100.5	3.6997
103.8	3.7115
107.2	3.7236
110.5	3.7369
113.9	3.7509
117.3	3.7658
120.6	3.781
124	3.7965
127.3	3.8123
130.7	3.8284
134	3.8445
137.3	3.8606
140.7	3.8767
144.1	3.8932
147.4	3.9096
150.8	3.926
154.1	3.9431
157.4	3.9601
160.8	3.9778
164.2	3.9955
167.5	4.0141
170.8	4.0327
174.2	4.0519
177.6	4.0711
180.9	4.0916
183.1	4.0997
0	4.0904
2.7	4.0504
3.4	4.0445
6.7	4.019
10.1	3.997
13.4	3.9763
16.8	3.9564
20.1	3.9375
23.4	3.9189
26.8	3.9009
30.1	3.8833
33.5	3.8659
36.9	3.8488
40.2	3.8318
43.5	3.8151
46.9	3.7983
50.3	3.7816
53.6	3.7651
57	3.749
60.3	3.7329
63.6	3.7174
67	3.7031
70.3	3.6892
73.7	3.6759
77	3.6638
80.4	3.652
83.8	3.6414
87.1	3.6306
90.5	3.6204
93.8	3.6101
97.2	3.6008
100.5	3.5915
103.8	3.5825
107.2	3.5735
110.5	3.5642
113.9	3.5549
117.3	3.5453
120.6	3.5354
124	3.5236
127.3	3.51
130.7	3.4964
134	3.4815
137.3	3.4685
140.7	3.4607
144.1	3.4539
147.4	3.4468
150.8	3.4393
154.1	3.4319
157.4	3.4238
160.8	3.4145
164.2	3.4012
167.5	3.373
170.5	3.333
170.8	3.3277
173.2	3.2877
174.2	3.2691
176.1	3.2291
177.6	3.1938
179	3.1538
180.3	3.1138
180.9	3.0915
181.9	3.0515
182.8	3.0115
183	3
0	3.0137
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2942
8.6	3.3342
10.1	3.3612
12.6	3.4012
13.4	3.4123
16.8	3.4458
20.1	3.4585
23.4	3.4666
26.8	3.474
30.1	3.4818
33.5	3.4892
36.9	3.4967
40.2	3.5053
43.5	3.5156
46.9	3.527
50.3	3.5401
53.6	3.5525
57	3.5652
60.3	3.5785
63.6	3.59
67	3.6015
70.3	3.6145
73.7	3.6253
77	3.6334
80.4	3.6421
83.8	3.6507
87.1	3.66
90.5	3.6693
93.8	3.679
97.2	3.6889
100.5	3.6997
103.8	3.7115
107.2	3.7236
110.5	3.7369
113.9	3.7512
117.3	3.7658
120.6	3.781
124	3.7965
127.3	3.8123
130.7	3.8284
134	3.8445
137.3	3.8609
140.7	3.8771
144.1	3.8932
147.4	3.9096
150.8	3.9264
154.1	3.9434
157.4	3.9605
160.8	3.9778
164.2	3.9958
167.5	4.0144
170.8	4.033
174.2	4.0522
177.6	4.0714
180.9	4.0919
183	4.0993
0	4.09
2.7	4.05
3.4	4.0445
6.7	4.019
10.1	3.9967
13.4	3.9763
16.8	3.9561
20.1	3.9372
23.4	3.9186
26.8	3.9006
30.1	3.8833
33.5	3.8656
36.9	3.8488
40.2	3.8318
43.5	3.8147
46.9	3.7983
50.3	3.7816
53.6	3.7648
57	3.7484
60.3	3.7326
63.6	3.7174
67	3.7028
70.3	3.6889
73.7	3.6759
77	3.6638
80.4	3.652
83.8	3.6411
87.1	3.6306
90.5	3.6201
93.8	3.6101
97.2	3.6005
100.5	3.5912
103.8	3.5822
107.2	3.5732
110.5	3.5639
113.9	3.5549
117.3	3.5453
120.6	3.5351
124	3.5236
127.3	3.5097
130.7	3.496
134	3.4812
137.3	3.4681
140.7	3.4607
144.1	3.4539
147.4	3.4468
150.8	3.4393
154.1	3.4319
157.4	3.4235
160.8	3.4145
164.2	3.4009
167.5	3.3723
170.5	3.332
170.8	3.3268
173.2	3.2868
174.2	3.2682
176.1	3.2282
177.6	3.1925
179	3.1525
180.3	3.1125
180.9	3.0899
181.9	3.0499
182.8	3.0099
183	3
0	3.0137
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2942
8.6	3.3342
10.1	3.3615
12.6	3.4015
13.4	3.412
16.8	3.4458
20.1	3.4585
23.4	3.4666
26.8	3.474
30.1	3.4815
33.5	3.4889
36.9	3.4967
40.2	3.5053
43.5	3.5156
46.9	3.527
50.3	3.5401
53.6	3.5525
57	3.5652
60.3	3.5785
63.6	3.59
67	3.6015
70.3	3.6142
73.7	3.6253
77	3.6337
80.4	3.6421
83.8	3.6507
87.1	3.6597
90.5	3.6693
93.8	3.679
97.2	3.6889
100.5	3.6994
103.8	3.7112
107.2	3.7236
110.5	3.7369
113.9	3.7512
117.3	3.7658
120.6	3.781
124	3.7965
127.3	3.8123
130.7	3.8284
134	3.8445
137.3	3.8606
140.7	3.8771
144.1	3.8932
147.4	3.9096
150.8	3.926
154.1	3.9434
157.4	3.9605
160.8	3.9778
164.2	3.9958
167.5	4.0144
170.8	4.033
174.2	4.0522
177.6	4.0718
180.9	4.0919
182.9	4.0993
0	4.09
2.7	4.05
3.4	4.0438
6.7	4.0187
10.1	3.9967
13.4	3.976
16.8	3.9558
20.1	3.9372
23.4	3.9183
26.8	3.9006
30.1	3.8829
33.5	3.8656
36.9	3.8485
40.2	3.8315
43.5	3.8147
46.9	3.798
50.3	3.7813
53.6	3.7648
57	3.7481
60.3	3.7323
63.6	3.7171
67	3.7028
70.3	3.6886
73.7	3.6755
77	3.6635
80.4	3.6517
83.8	3.6411
87.1	3.6303
90.5	3.6197
93.8	3.6098
97.2	3.5999
100.5	3.5912
103.8	3.5822
107.2	3.5732
110.5	3.5636
113.9	3.5546
117.3	3.545
120.6	3.5348
124	3.523
127.3	3.5091
130.7	3.4957
134	3.4809
137.3	3.4678
140.7	3.4604
144.1	3.4536
147.4	3.4464
150.8	3.439
154.1	3.4316
157.4	3.4235
160.8	3.4139
164.2	3.4002
167.5	3.3711
170.5	3.3311
170.8	3.3252
173.2	3.2852
174.2	3.2657
176.1	3.2257
177.6	3.1897
179	3.1494
180.2	3.1091
180.9	3.0856
181.9	3.0456
182.8	3.0056
182.9	3
0	3.014
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2942
8.6	3.3342
10.1	3.3615
12.6	3.4015
13.4	3.4123
16.8	3.4461
20.1	3.4585
23.4	3.4666
26.8	3.4743
30.1	3.4815
33.5	3.4892
36.9	3.4967
40.2	3.5053
43.5	3.5156
46.9	3.527
50.3	3.5401
53.6	3.5525
57	3.5652
60.3	3.5785
63.6	3.59
67	3.6015
70.3	3.6142
73.7	3.6253
77	3.6337
80.4	3.6421
83.8	3.6507
87.1	3.66
90.5	3.6693
93.8	3.679
97.2	3.6889
100.5	3.6997
103.8	3.7115
107.2	3.7236
110.5	3.7369
113.9	3.7512
117.3	3.7658
120.6	3.781
124	3.7965
127.3	3.8126
130.7	3.8284
134	3.8445
137.3	3.8609
140.7	3.8771
144.1	3.8932
147.4	3.9096
150.8	3.9264
154.1	3.9434
157.4	3.9605
160.8	3.9778
164.2	3.9958
167.5	4.0144
170.8	4.033
174.2	4.0522
177.6	4.0718
180.9	4.0919
182.9	4.099
0	4.09
2.7	4.05
3.4	4.0438
6.7	4.0187
10.1	3.9964
13.4	3.976
16.8	3.9561
20.1	3.9369
23.4	3.9183
26.8	3.9003
30.1	3.8829
33.5	3.8653
36.9	3.8482
40.2	3.8315
43.5	3.8147
46.9	3.7977
50.3	3.7813
53.6	3.7642
57	3.7481
60.3	3.7323
63.6	3.7168
67	3.7025
70.3	3.6886
73.7	3.6752
77	3.6635
80.4	3.6517
83.8	3.6408
87.1	3.6303
90.5	3.6197
93.8	3.6095
97.2	3.5999
100.5	3.5909
103.8	3.5819
107.2	3.5729
110.5	3.5636
113.9	3.5546
117.3	3.5447
120.6	3.5348
124	3.523
127.3	3.5091
130.7	3.4954
134	3.4805
137.3	3.4678
140.7	3.4604
144.1	3.4533
147.4	3.4461
150.8	3.439
154.1	3.4316
157.4	3.4232
160.8	3.4139
164.2	3.4002
167.5	3.3708
170.5	3.3308
170.8	3.3252
173.2	3.2852
174.2	3.2654
176.1	3.2254
177.6	3.1894
179	3.1494
180.2	3.1091
180.9	3.0853
181.9	3.0453
182.8	3.0053
182.9	3
0	3.014
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2942
8.6	3.3342
10.1	3.3612
12.6	3.4012
13.4	3.4123
16.8	3.4458
20.1	3.4585
23.4	3.4666
26.8	3.474
30.1	3.4815
33.5	3.4889
36.9	3.4967
40.2	3.5053
43.5	3.5156
46.9	3.527
50.3	3.5401
53.6	3.5525
57	3.5652
60.3	3.5785
63.6	3.59
67	3.6015
70.3	3.6142
73.7	3.6253
77	3.6334
80.4	3.6421
83.8	3.6507
87.1	3.66
90.5	3.6693
93.8	3.6793
97.2	3.6889
100.5	3.6997
103.8	3.7115
107.2	3.7239
110.5	3.7372
113.9	3.7512
117.3	3.7661
120.6	3.7813
124	3.7971
127.3	3.8126
130.7	3.8287
134	3.8448
137.3	3.8612
140.7	3.8774
144.1	3.8935
147.4	3.9099
150.8	3.927
154.1	3.9437
157.4	3.9611
160.8	3.9781
164.2	3.9961
167.5	4.0147
170.8	4.0336
174.2	4.0528
177.6	4.0721
180.9	4.0925
182.8	4.099
0	4.0897
2.7	4.0497
3.4	4.0438
6.7	4.0187
10.1	3.9964
13.4	3.976
16.8	3.9558
20.1	3.9372
23.4	3.9183
26.8	3.9003
30.1	3.8829
33.5	3.8653
36.9	3.8485
40.2	3.8315
43.5	3.8147
46.9	3.798
50.3	3.7813
53.6	3.7642
57	3.7481
60.3	3.7323
63.6	3.7171
67	3.7025
70.3	3.6886
73.7	3.6755
77	3.6635
80.4	3.6517
83.8	3.6408
87.1	3.6303
90.5	3.6197
93.8	3.6098
97.2	3.5999
100.5	3.5909
103.8	3.5819
107.2	3.5729
110.5	3.5639
113.9	3.5546
117.3	3.545
120.6	3.5351
124	3.523
127.3	3.5094
130.7	3.4957
134	3.4809
137.3	3.4678
140.7	3.4604
144.1	3.4536
147.4	3.4464
150.8	3.439
154.1	3.4316
157.4	3.4235
160.8	3.4142
164.2	3.4002
167.5	3.3711
170.5	3.3311
170.8	3.3255
173.2	3.2855
174.2	3.266
176.1	3.226
177.6	3.1901
179	3.1501
180.2	3.1101
180.9	3.0865
181.9	3.0462
182.8	3.0062
182.9	3
0	3.014
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2942
8.6	3.3342
10.1	3.3615
12.6	3.4015
13.4	3.412
16.8	3.4461
20.1	3.4585
23.4	3.4666
26.8	3.474
30.1	3.4815
33.5	3.4889
36.9	3.497
40.2	3.5053
43.5	3.5156
46.9	3.527
50.3	3.5401
53.6	3.5525
57	3.5652
60.3	3.5785
63.6	3.59
67	3.6018
70.3	3.6145
73.7	3.6253
77	3.6337
80.4	3.6421
83.8	3.6507
87.1	3.66
90.5	3.6693
93.8	3.6793
97.2	3.6892
100.5	3.6997
103.8	3.7115
107.2	3.7239
110.5	3.7372
113.9	3.7512
117.3	3.7661
120.6	3.7813
124	3.7968
127.3	3.8126
130.7	3.8287
134	3.8448
137.3	3.8609
140.7	3.8774
144.1	3.8935
147.4	3.9099
150.8	3.9264
154.1	3.9434
157.4	3.9605
160.8	3.9781
164.2	3.9958
167.5	4.0144
170.8	4.033
174.2	4.0525
177.6	4.0718
180.9	4.0922
182.9	4.099
0	4.09
2.7	4.05
3.4	4.0438
6.7	4.0187
10.1	3.9964
13.4	3.976
16.8	3.9558
20.1	3.9369
23.4	3.9183
26.8	3.9003
30.1	3.8829
33.5	3.8653
36.9	3.8482
40.2	3.8315
43.5	3.8144
46.9	3.7977
50.3	3.7813
53.6	3.7642
57	3.7481
60.3	3.7323
63.6	3.7168
67	3.7025
70.3	3.6883
73.7	3.6752
77	3.6631
80.4	3.6517
83.8	3.6408
87.1	3.63
90.5	3.6197
93.8	3.6095
97.2	3.5999
100.5	3.5909
103.8	3.5819
107.2	3.5729
110.5	3.5636
113.9	3.5543
117.3	3.5447
120.6	3.5348
124	3.523
127.3	3.5091
130.7	3.4954
134	3.4805
137.3	3.4678
140.7	3.4604
144.1	3.4533
147.4	3.4464
150.8	3.439
154.1	3.4316
157.4	3.4232
160.8	3.4139
164.2	3.3999
167.5	3.3705
170.4	3.3305
170.8	3.3243
173.2	3.2843
174.2	3.2645
176.1	3.2245
177.6	3.1876
179	3.1476
180.2	3.1076
180.9	3.0831
181.9	3.0431
182.8	3.0031
182.8	3
0	3.014
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2942
8.6	3.3342
10.1	3.3615
12.6	3.4015
13.4	3.4123
16.8	3.4461
20.1	3.4585
23.4	3.4669
26.8	3.4743
30.1	3.4818
33.5	3.4892
36.9	3.497
40.2	3.5053
43.5	3.5156
46.9	3.527
50.3	3.5401
53.6	3.5525
57	3.5652
60.3	3.5785
63.6	3.59
67	3.6015
70.3	3.6142
73.7	3.6253
77	3.6337
80.4	3.6421
83.8	3.6507
87.1	3.66
90.5	3.6693
93.8	3.6793
97.2	3.6892
100.5	3.6997
103.8	3.7115
107.2	3.7239
110.5	3.7372
113.9	3.7512
117.3	3.7661
120.6	3.7813
124	3.7968
127.3	3.8126
130.7	3.8287
134	3.8448
137.3	3.8609
140.7	3.8771
144.1	3.8935
147.4	3.9099
150.8	3.9264
154.1	3.9434
157.4	3.9605
160.8	3.9781
164.2	3.9958
167.5	4.0144
170.8	4.033
174.2	4.0525
177.6	4.0718
180.9	4.0919
183	4.0993
0	4.09
2.7	4.05
3.4	4.0442
6.7	4.019
10.1	3.9967
13.4	3.9763
16.8	3.9561
20.1	3.9372
23.4	3.9186
26.8	3.9006
30.1	3.8833
33.5	3.8656
36.9	3.8488
40.2	3.8318
43.5	3.8151
46.9	3.798
50.3	3.7816
53.6	3.7651
57	3.7484
60.3	3.7326
63.6	3.7174
67	3.7028
70.3	3.6889
73.7	3.6759
77	3.6635
80.4	3.652
83.8	3.6411
87.1	3.6306
90.5	3.6201
93.8	3.6098
97.2	3.6005
100.5	3.5912
103.8	3.5822
107.2	3.5732
110.5	3.5639
113.9	3.5549
117.3	3.5453
120.6	3.5351
124	3.5233
127.3	3.5094
130.7	3.496
134	3.4809
137.3	3.4681
140.7	3.4607
144.1	3.4536
147.4	3.4464
150.8	3.4393
154.1	3.4316
157.4	3.4235
160.8	3.4142
164.2	3.4006
167.5	3.372
170.5	3.332
170.8	3.3262
173.2	3.2862
174.2	3.2672
176.1	3.2269
177.6	3.1913
179	3.1513
180.2	3.1113
180.9	3.0881
181.9	3.0481
182.8	3.0081
182.9	3
0	3.014
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2942
8.6	3.3342
10.1	3.3615
12.6	3.4015
13.4	3.4123
16.8	3.4461
20.1	3.4585
23.4	3.4666
26.8	3.4743
30.1	3.4818
33.5	3.4892
36.9	3.497
40.2	3.5053
43.5	3.5156
46.9	3.5274
50.3	3.5401
53.6	3.5525
57	3.5655
60.3	3.5785
63.6	3.59
67	3.6018
70.3	3.6145
73.7	3.6253
77	3.6337
80.4	3.6421
83.8	3.6511
87.1	3.66
90.5	3.6693
93.8	3.6793
97.2	3.6892
100.5	3.6997
103.8	3.7115
107.2	3.7239
110.5	3.7372
113.9	3.7515
117.3	3.7661
120.6	3.7813
124	3.7971
127.3	3.8129
130.7	3.8287
134	3.8448
137.3	3.8609
140.7	3.8774
144.1	3.8935
147.4	3.9102
150.8	3.927
154.1	3.9437
157.4	3.9608
160.8	3.9781
164.2	3.9961
167.5	4.0147
170.8	4.0333
174.2	4.0528
177.6	4.0721
180.9	4.0925
182.9	4.0993
0	4.09
2.7	4.05
3.4	4.0442
6.7	4.0187
10.1	3.9967
13.4	3.9763
16.8	3.9561
20.1	3.9372
23.4	3.9186
26.8	3.9006
30.1	3.8829
33.5	3.8656
36.9	3.8485
40.2	3.8318
43.5	3.8147
46.9	3.798
50.3	3.7813
53.6	3.7648
57	3.7484
60.3	3.7326
63.6	3.7171
67	3.7028
70.3	3.6886
73.7	3.6755
77	3.6635
80.4	3.652
83.8	3.6411
87.1	3.6303
90.5	3.6201
93.8	3.6098
97.2	3.6005
100.5	3.5912
103.8	3.5822
107.2	3.5732
110.5	3.5639
113.9	3.5546
117.3	3.545
120.6	3.5351
124	3.5233
127.3	3.5094
130.7	3.4957
134	3.4809
137.3	3.4678
140.7	3.4604
144.1	3.4536
147.4	3.4464
150.8	3.4393
154.1	3.4316
157.4	3.4235
160.8	3.4142
164.2	3.4006
167.5	3.3711
170.5	3.3311
170.8	3.3255
173.2	3.2855
174.2	3.266
176.1	3.226
177.6	3.1901
179	3.1501
180.2	3.1101
180.9	3.0862
181.9	3.0462
182.8	3.0062
182.9	3
0	3.0137
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2942
8.5	3.3342
10.1	3.3615
12.6	3.4015
13.4	3.4123
16.8	3.4461
20.1	3.4585
23.4	3.4666
26.8	3.4743
30.1	3.4818
33.5	3.4892
36.9	3.497
40.2	3.5053
43.5	3.5159
46.9	3.527
50.3	3.5404
53.6	3.5528
57	3.5655
60.3	3.5788
63.6	3.5903
67	3.6018
70.3	3.6145
73.7	3.6256
77	3.634
80.4	3.6424
83.8	3.6511
87.1	3.66
90.5	3.6697
93.8	3.6793
97.2	3.6895
100.5	3.7
103.8	3.7118
107.2	3.7242
110.5	3.7375
113.9	3.7515
117.3	3.7664
120.6	3.7816
124	3.7971
127.3	3.8132
130.7	3.829
134	3.8451
137.3	3.8612
140.7	3.8777
144.1	3.8938
147.4	3.9105
150.8	3.9273
154.1	3.944
157.4	3.9611
160.8	3.9787
164.2	3.9964
167.5	4.015
170.8	4.0336
174.2	4.0531
177.6	4.0724
180.9	4.0928
182.9	4.0993
0	4.0904
2.6	4.0504
3.4	4.0442
6.7	4.019
10.1	3.9967
13.4	3.9763
16.8	3.9561
20.1	3.9372
23.4	3.9186
26.8	3.9006
30.1	3.8833
33.5	3.8656
36.9	3.8485
40.2	3.8318
43.5	3.8147
46.9	3.798
50.3	3.7816
53.6	3.7648
57	3.7484
60.3	3.7326
63.6	3.7174
67	3.7028
70.3	3.6889
73.7	3.6755
77	3.6635
80.4	3.652
83.8	3.6411
87.1	3.6303
90.5	3.6197
93.8	3.6098
97.2	3.6005
100.5	3.5912
103.8	3.5822
107.2	3.5732
110.5	3.5639
113.9	3.5546
117.3	3.545
120.6	3.5351
124	3.523
127.3	3.5094
130.7	3.4957
134	3.4809
137.3	3.4678
140.7	3.4604
144.1	3.4536
147.4	3.4464
150.8	3.4393
154.1	3.4316
157.4	3.4235
160.8	3.4142
164.2	3.4002
167.5	3.3708
170.5	3.3308
170.8	3.3249
173.2	3.2849
174.2	3.2654
176.1	3.2254
177.6	3.1891
179	3.1491
180.2	3.1091
180.9	3.0846
181.9	3.0443
182.8	3.004
182.9	3
0	3.014
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2945
8.6	3.3345
10.1	3.3615
12.6	3.4015
13.4	3.4123
16.8	3.4461
20.1	3.4588
23.4	3.4669
26.8	3.4743
30.1	3.4818
33.5	3.4892
36.9	3.497
40.2	3.5057
43.5	3.5159
46.9	3.5274
50.3	3.5404
53.6	3.5528
57	3.5655
60.3	3.5788
63.6	3.5903
67	3.6018
70.3	3.6148
73.7	3.6256
77	3.634
80.4	3.6424
83.8	3.6511
87.1	3.6604
90.5	3.6697
93.8	3.6796
97.2	3.6895
100.5	3.7003
103.8	3.7121
107.2	3.7242
110.5	3.7375
113.9	3.7518
117.3	3.7664
120.6	3.7816
124	3.7974
127.3	3.8132
130.7	3.8293
134	3.8454
137.3	3.8616
140.7	3.8777
144.1	3.8941
147.4	3.9105
150.8	3.9273
154.1	3.944
157.4	3.9614
160.8	3.9787
164.2	3.997
167.5	4.015
170.8	4.0339
174.2	4.0531
177.6	4.0727
180.9	4.0928
182.8	4.0993
0	4.0904
2.7	4.0504
3.4	4.0445
6.7	4.019
10.1	3.997
13.4	3.9763
16.8	3.9564
20.1	3.9375
23.4	3.9186
26.8	3.9009
30.1	3.8833
33.5	3.8656
36.9	3.8485
40.2	3.8318
43.5	3.8151
46.9	3.7983
50.3	3.7816
53.6	3.7648
57	3.7484
60.3	3.7326
63.6	3.7174
67	3.7028
70.3	3.6889
73.7	3.6759
77	3.6638
80.4	3.652
83.8	3.6411
87.1	3.6306
90.5	3.6201
93.8	3.6098
97.2	3.6005
100.5	3.5912
103.8	3.5822
107.2	3.5732
110.5	3.5639
113.9	3.5546
117.3	3.5453
120.6	3.5351
124	3.5233
127.3	3.5094
130.7	3.4957
134	3.4809
137.3	3.4681
140.7	3.4607
144.1	3.4536
147.4	3.4464
150.8	3.4393
154.1	3.4316
157.4	3.4235
160.8	3.4142
164.2	3.4006
167.5	3.3714
170.5	3.3314
170.8	3.3258
173.2	3.2855
174.2	3.2663
176.1	3.2263
177.6	3.1904
179	3.1504
180.2	3.1104
180.9	3.0868
181.9	3.0468
182.8	3.0068
182.9	3
0	3.0137
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2945
8.6	3.3345
10.1	3.3615
12.6	3.4015
13.4	3.4123
16.8	3.4461
20.1	3.4588
23.4	3.4666
26.8	3.4743
30.1	3.4818
33.5	3.4892
36.9	3.497
40.2	3.5053
43.5	3.5156
46.9	3.5274
50.3	3.5401
53.6	3.5525
57	3.5655
60.3	3.5788
63.6	3.5903
67	3.6018
70.3	3.6145
73.7	3.6256
77	3.634
80.4	3.6424
83.8	3.6511
87.1	3.6604
90.5	3.6697
93.8	3.6793
97.2	3.6892
100.5	3.7
103.8	3.7118
107.2	3.7239
110.5	3.7375
113.9	3.7515
117.3	3.7664
120.6	3.7816
124	3.7971
127.3	3.8132
130.7	3.8293
134	3.8451
137.3	3.8612
140.7	3.8777
144.1	3.8938
147.4	3.9102
150.8	3.9273
154.1	3.944
157.4	3.9611
160.8	3.9784
164.2	3.9964
167.5	4.015
170.8	4.0336
174.2	4.0528
177.6	4.0724
180.9	4.0925
182.9	4.0997
0	4.0904
2.7	4.0504
3.4	4.0445
6.7	4.019
10.1	3.9967
13.4	3.9763
16.8	3.9564
20.1	3.9375
23.4	3.9186
26.8	3.9009
30.1	3.8833
33.5	3.8656
36.9	3.8485
40.2	3.8318
43.5	3.8147
46.9	3.798
50.3	3.7813
53.6	3.7648
57	3.7484
60.3	3.7326
63.6	3.7171
67	3.7028
70.3	3.6889
73.7	3.6755
77	3.6635
80.4	3.652
83.8	3.6411
87.1	3.6303
90.5	3.6197
93.8	3.6095
97.2	3.5999
100.5	3.5909
103.8	3.5822
107.2	3.5729
110.5	3.5639
113.9	3.5546
117.3	3.545
120.6	3.5348
124	3.523
127.3	3.5088
130.7	3.4954
134	3.4805
137.3	3.4678
140.7	3.4604
144.1	3.4536
147.4	3.4464
150.8	3.439
154.1	3.4316
157.4	3.4232
160.8	3.4139
164.2	3.3996
167.5	3.3699
170.4	3.3299
170.8	3.3237
173.2	3.2837
174.2	3.2638
176	3.2238
177.6	3.1866
179	3.1463
180.2	3.1063
180.9	3.0819
181.9	3.0419
182.7	3.0019
182.8	3
0	3.014
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2945
8.6	3.3345
10.1	3.3615
12.6	3.4015
13.4	3.4123
16.8	3.4461
20.1	3.4585
23.4	3.4669
26.8	3.4743
30.1	3.4818
33.5	3.4892
36.9	3.497
40.2	3.5057
43.5	3.5159
46.9	3.5274
50.3	3.5404
53.6	3.5528
57	3.5655
60.3	3.5788
63.6	3.5903
67	3.6021
70.3	3.6148
73.7	3.6256
77	3.634
80.4	3.6424
83.8	3.6511
87.1	3.6604
90.5	3.6697
93.8	3.6796
97.2	3.6895
100.5	3.7003
103.8	3.7121
107.2	3.7242
110.5	3.7379
113.9	3.7518
117.3	3.7667
120.6	3.7819
124	3.7974
127.3	3.8132
130.7	3.8293
134	3.8454
137.3	3.8619
140.7	3.878
144.1	3.8944
147.4	3.9109
150.8	3.9276
154.1	3.9443
157.4	3.9617
160.8	3.9791
164.2	3.997
167.5	4.0156
170.8	4.0342
174.2	4.0535
177.6	4.073
180.9	4.0931
182.8	4.0993
0	4.0904
2.7	4.0504
3.4	4.0445
6.7	4.019
10.1	3.997
13.4	3.9763
16.8	3.9564
20.1	3.9375
23.4	3.9186
26.8	3.9006
30.1	3.8833
33.5	3.8656
36.9	3.8485
40.2	3.8315
43.5	3.8147
46.9	3.798
50.3	3.7813
53.6	3.7648
57	3.7481
60.3	3.7323
63.6	3.7171
67	3.7025
70.3	3.6886
73.7	3.6752
77	3.6635
80.4	3.6517
83.8	3.6408
87.1	3.6303
90.5	3.6197
93.8	3.6095
97.2	3.5999
100.5	3.5909
103.8	3.5819
107.2	3.5729
110.5	3.5636
113.9	3.5543
117.3	3.545
120.6	3.5348
124	3.5227
127.3	3.5088
130.7	3.4954
134	3.4802
137.3	3.4675
140.7	3.4604
144.1	3.4533
147.4	3.4461
150.8	3.4387
154.1	3.4312
157.4	3.4232
160.8	3.4136
164.2	3.3996
167.5	3.3696
170.4	3.3293
170.8	3.3231
173.2	3.2831
174.2	3.2629
176	3.2229
177.6	3.1857
179	3.1457
180.2	3.1057
180.9	3.0803
181.9	3.0403
182.7	3.0003
182.7	3
0	3.014
0.4	3.054
1	3.0943
1.7	3.1343
2.7	3.1746
3.4	3.1994
4.6	3.2397
6.1	3.28
6.7	3.2945
8.6	3.3345
10.1	3.3615
12.6	3.4015
13.4	3.4123
16.8	3.4461
20.1	3.4588
23.4	3.4666
26.8	3.4743
30.1	3.4818
33.5	3.4892
36.9	3.497
40.2	3.5057
43.5	3.5159
46.9	3.5274
50.3	3.5404
53.6	3.5528
57	3.5655
60.3	3.5788
63.6	3.5903
67	3.6018
70.3	3.6145
73.7	3.6256
77	3.634
80.4	3.6424
83.8	3.6511
87.1	3.6604
90.5	3.6697
93.8	3.6796
97.2	3.6895
100.5	3.7003
103.8	3.7121
107.2	3.7242
110.5	3.7379
113.9	3.7518
117.3	3.7667
120.6	3.7819
124	3.7974
127.3	3.8135
130.7	3.8293
134	3.8454
137.3	3.8619
140.7	3.878
144.1	3.8944
147.4	3.9105
