RBG_CYC_66824_Nw_c0_41V_40C_C10C10_170627_622BNG_VC211_100DOD_127 (155723 Points)
Capacity (mAh)	Voltage (V)
144.1	3.4703
147.4	3.4623
150.8	3.4554
154.1	3.4489
157.4	3.4418
160.8	3.4343
164.2	3.4269
167.5	3.4182
170.8	3.4064
174.2	3.3838
177.5	3.3438
177.6	3.3426
180.1	3.3026
180.9	3.2877
182.9	3.2477
184.3	3.2176
185.8	3.1773
187.2	3.137
187.6	3.125
188.7	3.085
189.7	3.045
190.6	3.005
190.7	3
0	3.0133
0.4	3.0533
1	3.0933
1.8	3.1336
2.7	3.1736
3.4	3.1984
4.6	3.2384
6.1	3.2784
6.7	3.293
8.6	3.333
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4437
20.1	3.457
23.4	3.4647
26.8	3.4722
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5019
43.5	3.5115
46.9	3.523
50.3	3.5351
53.6	3.5478
57	3.5596
60.3	3.5726
63.6	3.5838
67	3.5946
70.3	3.6064
73.7	3.6179
77	3.6256
80.4	3.6331
83.8	3.6408
87.1	3.6489
90.5	3.6573
93.8	3.6653
97.2	3.6737
100.5	3.6824
103.8	3.6917
107.2	3.7022
110.5	3.7134
113.9	3.7251
117.3	3.7375
120.6	3.7509
124	3.7651
127.3	3.7794
130.7	3.794
134	3.8095
137.3	3.8247
140.7	3.8402
144.1	3.8557
147.4	3.8715
150.8	3.887
154.1	3.9031
157.4	3.9192
160.8	3.9357
164.2	3.9524
167.5	3.9691
170.8	3.9862
174.2	4.0042
177.6	4.0228
180.9	4.0414
184.3	4.0618
187.6	4.0832
190.7	4.0987
190.8	4.0987
0	4.09
3.1	4.05
3.4	4.0479
6.7	4.0194
10.1	3.9961
13.4	3.9753
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9028
30.1	3.8857
33.5	3.8693
36.9	3.8529
40.2	3.8371
43.5	3.8206
46.9	3.8048
50.3	3.789
53.6	3.7732
57	3.7577
60.3	3.7425
63.6	3.7276
67	3.7134
70.3	3.6994
73.7	3.6867
77	3.6746
80.4	3.6631
83.8	3.6523
87.1	3.6424
90.5	3.6331
93.8	3.6241
97.2	3.6142
100.5	3.6052
103.8	3.5965
107.2	3.5884
110.5	3.5801
113.9	3.5714
117.3	3.5627
120.6	3.554
124	3.545
127.3	3.5354
130.7	3.5246
134	3.5115
137.3	3.4982
140.7	3.4843
144.1	3.4703
147.4	3.4623
150.8	3.4554
154.1	3.4486
157.4	3.4418
160.8	3.4347
164.2	3.4269
167.5	3.4182
170.8	3.4068
174.2	3.3841
177.5	3.3441
177.6	3.3435
180.1	3.3035
180.9	3.2886
182.9	3.2486
184.3	3.2189
185.8	3.1789
187.2	3.1389
187.6	3.1265
188.8	3.0865
189.8	3.0462
190.6	3.0062
190.8	3
0	3.013
0.4	3.053
1	3.093
1.7	3.133
2.7	3.173
3.4	3.1984
4.6	3.2384
6.1	3.2784
6.7	3.2933
8.6	3.3336
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4437
20.1	3.457
23.4	3.4647
26.8	3.4722
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5019
43.5	3.5115
46.9	3.523
50.3	3.5354
53.6	3.5478
57	3.5596
60.3	3.5726
63.6	3.5838
67	3.5946
70.3	3.6067
73.7	3.6179
77	3.6256
80.4	3.6334
83.8	3.6411
87.1	3.6492
90.5	3.6573
93.8	3.6653
97.2	3.6737
100.5	3.6827
103.8	3.692
107.2	3.7025
110.5	3.7134
113.9	3.7255
117.3	3.7379
120.6	3.7515
124	3.7655
127.3	3.78
130.7	3.7949
134	3.8098
137.3	3.8253
140.7	3.8408
144.1	3.8563
147.4	3.8724
150.8	3.8876
154.1	3.9037
157.4	3.9198
160.8	3.936
164.2	3.9527
167.5	3.9694
170.8	3.9868
174.2	4.0051
177.6	4.0231
180.9	4.042
184.3	4.0625
187.6	4.0838
190.7	4.0987
190.7	4.0987
0	4.09
3.1	4.05
3.4	4.0476
6.7	4.0194
10.1	3.9961
13.4	3.9753
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9028
30.1	3.886
33.5	3.8693
36.9	3.8529
40.2	3.8371
43.5	3.8206
46.9	3.8048
50.3	3.789
53.6	3.7732
57	3.7577
60.3	3.7425
63.6	3.7276
67	3.7131
70.3	3.6994
73.7	3.6867
77	3.6743
80.4	3.6631
83.8	3.6523
87.1	3.6424
90.5	3.6331
93.8	3.6235
97.2	3.6142
100.5	3.6049
103.8	3.5965
107.2	3.5881
110.5	3.5797
113.9	3.5714
117.3	3.5627
120.6	3.554
124	3.545
127.3	3.5354
130.7	3.5246
134	3.5112
137.3	3.4982
140.7	3.4843
144.1	3.4703
147.4	3.4623
150.8	3.4554
154.1	3.4486
157.4	3.4418
160.8	3.4343
164.2	3.4266
167.5	3.4179
170.8	3.4064
174.2	3.3838
177.5	3.3438
177.6	3.3429
180.1	3.3029
180.9	3.288
182.9	3.248
184.3	3.218
185.8	3.178
187.2	3.138
187.6	3.125
188.7	3.085
189.7	3.045
190.6	3.005
190.7	3
0	3.0133
0.4	3.0533
1	3.0933
1.8	3.1336
2.7	3.1736
3.4	3.1984
4.6	3.2384
6.1	3.2784
6.7	3.2933
8.6	3.3336
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4437
20.1	3.4567
23.4	3.4647
26.8	3.4722
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5019
43.5	3.5115
46.9	3.523
50.3	3.5354
53.6	3.5478
57	3.5596
60.3	3.5726
63.6	3.5838
67	3.5949
70.3	3.6067
73.7	3.6179
77	3.6256
80.4	3.6334
83.8	3.6411
87.1	3.6492
90.5	3.6573
93.8	3.6656
97.2	3.6737
100.5	3.6827
103.8	3.692
107.2	3.7025
110.5	3.7134
113.9	3.7255
117.3	3.7379
120.6	3.7515
124	3.7655
127.3	3.78
130.7	3.7949
134	3.8098
137.3	3.8253
140.7	3.8408
144.1	3.8563
147.4	3.8718
150.8	3.8876
154.1	3.9037
157.4	3.9198
160.8	3.936
164.2	3.9524
167.5	3.9694
170.8	3.9868
174.2	4.0051
177.6	4.0231
180.9	4.042
184.3	4.0625
187.6	4.0838
190.7	4.0987
190.7	4.0987
0	4.09
3.1	4.05
3.4	4.0479
6.7	4.0194
10.1	3.9961
13.4	3.9753
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9028
30.1	3.8857
33.5	3.8693
36.9	3.8532
40.2	3.8371
43.5	3.8209
46.9	3.8051
50.3	3.789
53.6	3.7732
57	3.7577
60.3	3.7425
63.6	3.7276
67	3.7134
70.3	3.6994
73.7	3.6867
77	3.6746
80.4	3.6635
83.8	3.6526
87.1	3.6427
90.5	3.6331
93.8	3.6241
97.2	3.6142
100.5	3.6052
103.8	3.5965
107.2	3.5884
110.5	3.5801
113.9	3.5717
117.3	3.5627
120.6	3.554
124	3.545
127.3	3.5357
130.7	3.5246
134	3.5115
137.3	3.4982
140.7	3.4846
144.1	3.4703
147.4	3.4623
150.8	3.4557
154.1	3.4489
157.4	3.4418
160.8	3.4343
164.2	3.4269
167.5	3.4182
170.8	3.4068
174.2	3.3841
177.5	3.3441
177.6	3.3432
180.1	3.3032
180.9	3.2883
182.9	3.2483
184.3	3.2183
185.8	3.1783
187.2	3.1383
187.6	3.1259
188.7	3.0856
189.7	3.0456
190.6	3.0056
190.7	3
0	3.0133
0.4	3.0533
1	3.0933
1.8	3.1336
2.7	3.1736
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3599
12.6	3.3999
13.4	3.4102
16.8	3.4437
20.1	3.4567
23.4	3.4647
26.8	3.4722
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5022
43.5	3.5115
46.9	3.523
50.3	3.5351
53.6	3.5478
57	3.5596
60.3	3.5726
63.6	3.5838
67	3.5946
70.3	3.6064
73.7	3.6179
77	3.6256
80.4	3.6331
83.8	3.6408
87.1	3.6489
90.5	3.6573
93.8	3.6653
97.2	3.6737
100.5	3.6824
103.8	3.692
107.2	3.7025
110.5	3.7134
113.9	3.7255
117.3	3.7379
120.6	3.7512
124	3.7655
127.3	3.78
130.7	3.7949
134	3.8098
137.3	3.8253
140.7	3.8408
144.1	3.8563
147.4	3.8724
150.8	3.8882
154.1	3.904
157.4	3.9202
160.8	3.9363
164.2	3.953
167.5	3.9698
170.8	3.9871
174.2	4.0051
177.6	4.0237
180.9	4.0426
184.3	4.0625
187.6	4.0842
190.6	4.0987
190.7	4.0987
0	4.09
3.1	4.05
3.4	4.0476
6.7	4.019
10.1	3.9961
13.4	3.9753
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9025
30.1	3.886
33.5	3.8693
36.9	3.8529
40.2	3.8368
43.5	3.8209
46.9	3.8048
50.3	3.789
53.6	3.7732
57	3.7577
60.3	3.7425
63.6	3.7273
67	3.7131
70.3	3.6994
73.7	3.6867
77	3.6746
80.4	3.6631
83.8	3.6526
87.1	3.6427
90.5	3.6331
93.8	3.6235
97.2	3.6142
100.5	3.6052
103.8	3.5965
107.2	3.5884
110.5	3.5801
113.9	3.5714
117.3	3.5627
120.6	3.554
124	3.5447
127.3	3.5354
130.7	3.5246
134	3.5112
137.3	3.4979
140.7	3.4843
144.1	3.4703
147.4	3.4623
150.8	3.4554
154.1	3.4486
157.4	3.4415
160.8	3.4343
164.2	3.4266
167.5	3.4179
170.8	3.4064
174.2	3.3835
177.4	3.3435
177.6	3.3423
180.1	3.3023
180.9	3.2871
182.9	3.2471
184.3	3.217
185.8	3.177
187.2	3.137
187.6	3.1237
188.7	3.0837
189.7	3.0437
190.6	3.0037
190.7	3
0	3.0133
0.4	3.0533
1	3.0933
1.8	3.1336
2.7	3.1736
3.4	3.1984
4.6	3.2384
6.1	3.2784
6.7	3.293
8.6	3.333
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4437
20.1	3.4567
23.4	3.4647
26.8	3.4719
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5019
43.5	3.5115
46.9	3.523
50.3	3.5351
53.6	3.5475
57	3.5596
60.3	3.5726
63.6	3.5838
67	3.5946
70.3	3.6067
73.7	3.6179
77	3.6256
80.4	3.6334
83.8	3.6411
87.1	3.6492
90.5	3.6576
93.8	3.6656
97.2	3.6737
100.5	3.6827
103.8	3.692
107.2	3.7025
110.5	3.7137
113.9	3.7255
117.3	3.7379
120.6	3.7515
124	3.7655
127.3	3.78
130.7	3.7949
134	3.8104
137.3	3.8253
140.7	3.8408
144.1	3.8563
147.4	3.8724
150.8	3.8882
154.1	3.904
157.4	3.9202
160.8	3.9363
164.2	3.953
167.5	3.9698
170.8	3.9871
174.2	4.0054
177.6	4.0237
180.9	4.0426
184.3	4.0628
187.6	4.0842
190.6	4.0987
190.6	4.0987
0	4.09
3	4.05
3.4	4.0476
6.7	4.019
10.1	3.9958
13.4	3.975
16.8	3.9558
20.1	3.9375
23.4	3.9195
26.8	3.9025
30.1	3.8857
33.5	3.8693
36.9	3.8529
40.2	3.8368
43.5	3.8206
46.9	3.8045
50.3	3.7887
53.6	3.7729
57	3.7574
60.3	3.7422
63.6	3.7273
67	3.7127
70.3	3.6991
73.7	3.6861
77	3.6743
80.4	3.6625
83.8	3.652
87.1	3.6424
90.5	3.6328
93.8	3.6235
97.2	3.6139
100.5	3.6049
103.8	3.5962
107.2	3.5878
110.5	3.5797
113.9	3.5711
117.3	3.5624
120.6	3.5537
124	3.5447
127.3	3.5351
130.7	3.5243
134	3.5109
137.3	3.4979
140.7	3.484
144.1	3.47
147.4	3.4619
150.8	3.4554
154.1	3.4486
157.4	3.4415
160.8	3.4343
164.2	3.4266
167.5	3.4179
170.8	3.4061
174.2	3.3829
177.5	3.3429
177.6	3.342
180	3.302
180.9	3.2868
182.9	3.2468
184.3	3.2161
185.8	3.1761
187.2	3.1361
187.6	3.1228
188.7	3.0828
189.7	3.0428
190.6	3.0028
190.6	3
0	3.013
0.4	3.053
1	3.093
1.8	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3599
12.6	3.3999
13.4	3.4102
16.8	3.4437
20.1	3.457
23.4	3.4647
26.8	3.4722
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5022
43.5	3.5115
46.9	3.523
50.3	3.5351
53.6	3.5478
57	3.5596
60.3	3.5723
63.6	3.5835
67	3.5946
70.3	3.6064
73.7	3.6179
77	3.6256
80.4	3.6331
83.8	3.6408
87.1	3.6489
90.5	3.6573
93.8	3.6653
97.2	3.6737
100.5	3.6824
103.8	3.692
107.2	3.7022
110.5	3.7134
113.9	3.7255
117.3	3.7379
120.6	3.7515
124	3.7655
127.3	3.78
130.7	3.7949
134	3.8098
137.3	3.825
140.7	3.8405
144.1	3.8563
147.4	3.8718
150.8	3.8876
154.1	3.9037
157.4	3.9198
160.8	3.936
164.2	3.9524
167.5	3.9694
170.8	3.9868
174.2	4.0048
177.6	4.0231
180.9	4.042
184.3	4.0621
187.6	4.0835
190.7	4.0987
190.7	4.0987
0	4.09
3.1	4.05
3.4	4.0476
6.7	4.0194
10.1	3.9958
13.4	3.9753
16.8	3.9558
20.1	3.9375
23.4	3.9195
26.8	3.9025
30.1	3.8857
33.5	3.8693
36.9	3.8529
40.2	3.8368
43.5	3.8206
46.9	3.8048
50.3	3.7887
53.6	3.7729
57	3.7574
60.3	3.7422
63.6	3.7273
67	3.7131
70.3	3.6991
73.7	3.6861
77	3.6743
80.4	3.6625
83.8	3.652
87.1	3.6424
90.5	3.6328
93.8	3.6232
97.2	3.6139
100.5	3.6049
103.8	3.5962
107.2	3.5878
110.5	3.5797
113.9	3.5711
117.3	3.5624
120.6	3.5537
124	3.5447
127.3	3.5351
130.7	3.5243
134	3.5109
137.3	3.4979
140.7	3.484
144.1	3.47
147.4	3.4619
150.8	3.4554
154.1	3.4486
157.4	3.4415
160.8	3.434
164.2	3.4263
167.5	3.4176
170.8	3.4061
174.2	3.3829
177.4	3.3429
177.6	3.3417
180	3.3017
180.9	3.2865
182.9	3.2465
184.3	3.2158
185.8	3.1758
187.2	3.1358
187.6	3.1222
188.7	3.0822
189.7	3.0422
190.6	3.0022
190.6	3
0	3.013
0.4	3.053
1	3.093
1.8	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4437
20.1	3.4567
23.4	3.4647
26.8	3.4719
30.1	3.479
33.5	3.4864
36.9	3.4939
40.2	3.5022
43.5	3.5119
46.9	3.523
50.3	3.5351
53.6	3.5478
57	3.5596
60.3	3.5726
63.6	3.5838
67	3.5946
70.3	3.6067
73.7	3.6179
77	3.6256
80.4	3.6334
83.8	3.6408
87.1	3.6492
90.5	3.6573
93.8	3.6656
97.2	3.6737
100.5	3.6827
103.8	3.692
107.2	3.7028
110.5	3.7137
113.9	3.7258
117.3	3.7382
120.6	3.7515
124	3.7658
127.3	3.7803
130.7	3.7952
134	3.8104
137.3	3.8253
140.7	3.8414
144.1	3.8569
147.4	3.8724
150.8	3.8885
154.1	3.9043
157.4	3.9202
160.8	3.9366
164.2	3.953
167.5	3.9698
170.8	3.9874
174.2	4.0054
177.6	4.0237
180.9	4.0426
184.3	4.0628
187.6	4.0842
190.6	4.0987
190.6	4.0987
0	4.09
3.1	4.05
3.4	4.0476
6.7	4.019
10.1	3.9961
13.4	3.9753
16.8	3.9558
20.1	3.9375
23.4	3.9195
26.8	3.9025
30.1	3.8857
33.5	3.8693
36.9	3.8529
40.2	3.8368
43.5	3.8206
46.9	3.8045
50.3	3.7887
53.6	3.7729
57	3.7571
60.3	3.7419
63.6	3.727
67	3.7127
70.3	3.6991
73.7	3.6861
77	3.674
80.4	3.6625
83.8	3.652
87.1	3.6421
90.5	3.6328
93.8	3.6232
97.2	3.6135
100.5	3.6046
103.8	3.5959
107.2	3.5878
110.5	3.5794
113.9	3.5708
117.3	3.5621
120.6	3.5531
124	3.5444
127.3	3.5348
130.7	3.5239
134	3.5106
137.3	3.4973
140.7	3.4833
144.1	3.4697
147.4	3.4619
150.8	3.4551
154.1	3.4483
157.4	3.4412
160.8	3.4337
164.2	3.4263
167.5	3.4173
170.8	3.4055
174.2	3.3816
177.4	3.3413
177.6	3.3401
180	3.3001
180.9	3.2846
182.9	3.2446
184.3	3.2133
185.8	3.1733
187.1	3.1333
187.6	3.1187
188.7	3.0784
189.7	3.0381
190.5	3
0	3.013
0.4	3.053
1	3.093
1.8	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.2933
8.6	3.3336
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4437
20.1	3.457
23.4	3.4647
26.8	3.4719
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5022
43.5	3.5119
46.9	3.5233
50.3	3.5351
53.6	3.5478
57	3.5599
60.3	3.5726
63.6	3.5838
67	3.5946
70.3	3.6067
73.7	3.6179
77	3.6256
80.4	3.6331
83.8	3.6411
87.1	3.6492
90.5	3.6576
93.8	3.6656
97.2	3.674
100.5	3.6827
103.8	3.6923
107.2	3.7028
110.5	3.7137
113.9	3.7258
117.3	3.7382
120.6	3.7518
124	3.7658
127.3	3.7803
130.7	3.7952
134	3.8104
137.3	3.8259
140.7	3.8414
144.1	3.8569
147.4	3.8727
150.8	3.8885
154.1	3.9043
157.4	3.9205
160.8	3.9369
164.2	3.953
167.5	3.9701
170.8	3.9874
174.2	4.0054
177.6	4.024
180.9	4.0429
184.3	4.0631
187.6	4.0845
190.6	4.0987
190.6	4.0987
0	4.09
3.1	4.05
3.4	4.0476
6.7	4.0194
10.1	3.9961
13.4	3.9753
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9028
30.1	3.886
33.5	3.8693
36.9	3.8532
40.2	3.8371
43.5	3.8209
46.9	3.8051
50.3	3.789
53.6	3.7732
57	3.7577
60.3	3.7425
63.6	3.7276
67	3.7134
70.3	3.6997
73.7	3.6867
77	3.6746
80.4	3.6631
83.8	3.6526
87.1	3.6424
90.5	3.6331
93.8	3.6235
97.2	3.6139
100.5	3.6049
103.8	3.5962
107.2	3.5881
110.5	3.5797
113.9	3.5714
117.3	3.5627
120.6	3.5537
124	3.5447
127.3	3.5354
130.7	3.5243
134	3.5109
137.3	3.4979
140.7	3.484
144.1	3.47
147.4	3.4623
150.8	3.4554
154.1	3.4486
157.4	3.4415
160.8	3.4343
164.2	3.4266
167.5	3.4176
170.8	3.4061
174.2	3.3829
177.5	3.3429
177.6	3.3417
180	3.3017
180.9	3.2865
182.9	3.2465
184.3	3.2161
185.8	3.1761
187.2	3.1361
187.6	3.1225
188.7	3.0825
189.7	3.0425
190.6	3.0025
190.6	3
0	3.013
0.4	3.053
1	3.093
1.8	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4437
20.1	3.457
23.4	3.4647
26.8	3.4722
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5022
43.5	3.5119
46.9	3.523
50.3	3.5354
53.6	3.5478
57	3.5596
60.3	3.5726
63.6	3.5838
67	3.5946
70.3	3.6067
73.7	3.6179
77	3.6256
80.4	3.6334
83.8	3.6411
87.1	3.6492
90.5	3.6573
93.8	3.6656
97.2	3.674
100.5	3.6827
103.8	3.6923
107.2	3.7028
110.5	3.714
113.9	3.7258
117.3	3.7385
120.6	3.7518
124	3.7658
127.3	3.7806
130.7	3.7955
134	3.8107
137.3	3.8262
140.7	3.8417
144.1	3.8572
147.4	3.873
150.8	3.8885
154.1	3.9046
157.4	3.9205
160.8	3.9369
164.2	3.9533
167.5	3.9704
170.8	3.9877
174.2	4.0057
177.6	4.0243
180.9	4.0435
184.3	4.0634
187.6	4.0848
190.5	4.0987
0	4.09
3	4.05
3.4	4.0473
6.7	4.0194
10.1	3.9958
13.4	3.975
16.8	3.9558
20.1	3.9378
23.4	3.9198
26.8	3.9025
30.1	3.8857
33.5	3.869
36.9	3.8529
40.2	3.8368
43.5	3.8206
46.9	3.8048
50.3	3.7887
53.6	3.7732
57	3.7577
60.3	3.7422
63.6	3.7273
67	3.7131
70.3	3.6994
73.7	3.6867
77	3.6743
80.4	3.6631
83.8	3.6523
87.1	3.6424
90.5	3.6331
93.8	3.6235
97.2	3.6139
100.5	3.6049
103.8	3.5965
107.2	3.5881
110.5	3.5797
113.9	3.5714
117.3	3.5627
120.6	3.554
124	3.5447
127.3	3.5351
130.7	3.5243
134	3.5109
137.3	3.4979
140.7	3.484
144.1	3.47
147.4	3.4619
150.8	3.4554
154.1	3.4486
157.4	3.4415
160.8	3.434
164.2	3.4263
167.5	3.4176
170.8	3.4061
174.2	3.3823
177.4	3.3423
177.6	3.341
180	3.301
180.9	3.2859
182.9	3.2459
184.3	3.2149
185.8	3.1749
187.2	3.1349
187.6	3.1212
188.7	3.0812
189.7	3.0412
190.6	3.0009
190.6	3
0	3.0133
0.4	3.0533
1	3.0933
1.8	3.1336
2.7	3.1736
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3599
12.6	3.3999
13.4	3.4102
16.8	3.4437
20.1	3.457
23.4	3.4647
26.8	3.4719
30.1	3.479
33.5	3.4864
36.9	3.4939
40.2	3.5019
43.5	3.5115
46.9	3.523
50.3	3.5351
53.6	3.5478
57	3.5596
60.3	3.5726
63.6	3.5838
67	3.5946
70.3	3.6067
73.7	3.6179
77	3.6259
80.4	3.6334
83.8	3.6411
87.1	3.6492
90.5	3.6576
93.8	3.6656
97.2	3.674
100.5	3.683
103.8	3.6923
107.2	3.7028
110.5	3.714
113.9	3.7261
117.3	3.7385
120.6	3.7518
124	3.7661
127.3	3.7806
130.7	3.7955
134	3.8107
137.3	3.8262
140.7	3.8417
144.1	3.8572
147.4	3.873
150.8	3.8888
154.1	3.9046
157.4	3.9208
160.8	3.9372
164.2	3.9533
167.5	3.9707
170.8	3.9877
174.2	4.006
177.6	4.0243
180.9	4.0435
184.3	4.0637
187.6	4.0851
190.5	4.0987
0	4.09
3	4.05
3.4	4.0473
6.7	4.019
10.1	3.9958
13.4	3.975
16.8	3.9558
20.1	3.9375
23.4	3.9195
26.8	3.9025
30.1	3.8857
33.5	3.869
36.9	3.8529
40.2	3.8364
43.5	3.8206
46.9	3.8045
50.3	3.7887
53.6	3.7729
57	3.7574
60.3	3.7419
63.6	3.7273
67	3.7127
70.3	3.6991
73.7	3.6861
77	3.674
80.4	3.6625
83.8	3.652
87.1	3.6421
90.5	3.6325
93.8	3.6228
97.2	3.6135
100.5	3.6046
103.8	3.5959
107.2	3.5878
110.5	3.5794
113.9	3.5708
117.3	3.5621
120.6	3.5531
124	3.5441
127.3	3.5348
130.7	3.5236
134	3.5103
137.3	3.497
140.7	3.4827
144.1	3.4694
147.4	3.4616
150.8	3.4548
154.1	3.4483
157.4	3.4412
160.8	3.4337
164.2	3.426
167.5	3.417
170.8	3.4052
174.2	3.3807
177.4	3.3407
177.6	3.3382
180	3.2979
180.9	3.2821
182.9	3.2421
184.3	3.2099
185.8	3.1699
187.1	3.1299
187.6	3.1144
188.7	3.0744
189.7	3.0344
190.4	3
0	3.0133
0.4	3.0533
1	3.0933
1.8	3.1336
2.7	3.1736
3.4	3.1984
4.6	3.2384
6.1	3.2784
6.7	3.2933
8.6	3.3336
10.1	3.3603
12.6	3.4006
13.4	3.4105
16.8	3.444
20.1	3.457
23.4	3.465
26.8	3.4722
30.1	3.4793
33.5	3.4867
36.9	3.4942
40.2	3.5022
43.5	3.5119
46.9	3.5233
50.3	3.5354
53.6	3.5478
57	3.5599
60.3	3.5726
63.6	3.5841
67	3.5949
70.3	3.607
73.7	3.6182
77	3.6259
80.4	3.6337
83.8	3.6411
87.1	3.6492
90.5	3.6576
93.8	3.6659
97.2	3.6743
100.5	3.683
103.8	3.6926
107.2	3.7028
110.5	3.714
113.9	3.7261
117.3	3.7388
120.6	3.7521
124	3.7664
127.3	3.781
130.7	3.7958
134	3.811
137.3	3.8265
140.7	3.842
144.1	3.8578
147.4	3.8733
150.8	3.8891
154.1	3.905
157.4	3.9211
160.8	3.9372
164.2	3.9539
167.5	3.971
170.8	3.9884
174.2	4.0066
177.6	4.0249
180.9	4.0442
184.3	4.064
187.6	4.0857
190.4	4.0987
0	4.09
3	4.05
3.4	4.0473
6.7	4.019
10.1	3.9958
13.4	3.975
16.8	3.9558
20.1	3.9375
23.4	3.9195
26.8	3.9022
30.1	3.8854
33.5	3.869
36.9	3.8526
40.2	3.8364
43.5	3.8203
46.9	3.8045
50.3	3.7884
53.6	3.7726
57	3.7571
60.3	3.7419
63.6	3.727
67	3.7127
70.3	3.6988
73.7	3.6858
77	3.6737
80.4	3.6622
83.8	3.6517
87.1	3.6418
90.5	3.6325
93.8	3.6228
97.2	3.6135
100.5	3.6042
103.8	3.5959
107.2	3.5875
110.5	3.5794
113.9	3.5708
117.3	3.5621
120.6	3.5531
124	3.5441
127.3	3.5345
130.7	3.5236
134	3.51
137.3	3.497
140.7	3.4827
144.1	3.4691
147.4	3.4616
150.8	3.4548
154.1	3.448
157.4	3.4409
160.8	3.4337
164.2	3.426
167.5	3.417
170.8	3.4052
174.2	3.3804
177.4	3.3404
177.6	3.3382
180	3.2979
180.9	3.2818
182.9	3.2418
184.3	3.2099
185.8	3.1699
187.1	3.1299
187.6	3.1141
188.7	3.0741
189.7	3.0341
190.4	3
0	3.0133
0.4	3.0533
1	3.0933
1.8	3.1336
2.7	3.1736
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.2933
8.6	3.3336
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4437
20.1	3.4567
23.4	3.4647
26.8	3.4719
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5022
43.5	3.5119
46.9	3.523
50.3	3.5354
53.6	3.5478
57	3.5599
60.3	3.5729
63.6	3.5841
67	3.5949
70.3	3.607
73.7	3.6182
77	3.6259
80.4	3.6334
83.8	3.6411
87.1	3.6495
90.5	3.6576
93.8	3.6659
97.2	3.6743
100.5	3.6833
103.8	3.6926
107.2	3.7031
110.5	3.714
113.9	3.7261
117.3	3.7388
120.6	3.7521
124	3.7664
127.3	3.781
130.7	3.7958
134	3.811
137.3	3.8265
140.7	3.8423
144.1	3.8578
147.4	3.8733
150.8	3.8891
154.1	3.9053
157.4	3.9211
160.8	3.9375
164.2	3.9543
167.5	3.971
170.8	3.9884
174.2	4.0066
177.6	4.0249
180.9	4.0442
184.3	4.0643
187.6	4.0857
190.4	4.0987
0	4.09
3	4.05
3.4	4.0473
6.7	4.0194
10.1	3.9958
13.4	3.9753
16.8	3.9561
20.1	3.9378
23.4	3.9195
26.8	3.9025
30.1	3.8857
33.5	3.869
36.9	3.8529
40.2	3.8368
43.5	3.8206
46.9	3.8045
50.3	3.7884
53.6	3.7729
57	3.7571
60.3	3.7419
63.6	3.727
67	3.7127
70.3	3.6988
73.7	3.6858
77	3.6737
80.4	3.6622
83.8	3.6517
87.1	3.6418
90.5	3.6325
93.8	3.6228
97.2	3.6135
100.5	3.6042
103.8	3.5959
107.2	3.5875
110.5	3.5791
113.9	3.5708
117.3	3.5621
120.6	3.5531
124	3.5441
127.3	3.5345
130.7	3.5233
134	3.51
137.3	3.497
140.7	3.4827
144.1	3.4691
147.4	3.4613
150.8	3.4548
154.1	3.448
157.4	3.4409
160.8	3.4337
164.2	3.4257
167.5	3.417
170.8	3.4049
174.2	3.3804
177.4	3.3404
