RBG_CYC_83755_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C5C5_0000_08_1 (269954 Points)
Cycle Number	Capacity (mAh)
17	114.42
17	117.79
17	121.15
17	124.52
17	127.88
17	131.25
17	134.61
17	137.98
17	141.34
17	144.71
17	148.07
17	151.44
17	154.8
17	158.17
17	161.53
17	164.9
17	168.26
17	171.63
17	174.99
17	178.36
17	181.73
17	185.09
17	188.46
17	191.82
17	195.19
17	198.55
17	201.92
17	205.28
17	208.23
17	208.65
17	210.86
17	212.01
17	213.65
17	215.02
17	215.38
17	216.45
17	216.87
18	0
18	0.34
18	1.03
18	2.09
18	3.37
18	5.06
18	6.73
18	9.32
18	10.1
18	13.46
18	16.83
18	20.19
18	23.56
18	26.92
18	30.29
18	33.65
18	37.02
18	40.38
18	43.75
18	47.11
18	50.48
18	53.85
18	57.21
18	60.58
18	63.94
18	67.31
18	70.67
18	74.04
18	77.4
18	80.77
18	84.13
18	87.5
18	90.86
18	94.23
18	97.59
18	100.96
18	104.32
18	107.69
18	111.05
18	114.42
18	117.78
18	121.15
18	124.52
18	127.88
18	131.25
18	134.61
18	137.98
18	141.34
18	144.71
18	148.07
18	151.44
18	154.8
18	158.17
18	161.53
18	164.9
18	168.26
18	171.63
18	174.99
18	178.36
18	181.72
18	185.09
18	188.45
18	191.82
18	195.19
18	198.55
18	201.92
18	205.28
18	208.65
18	212.01
18	215.12
18	216.65
18	216.92
18	0
18	3.37
18	6.73
18	10.1
18	13.46
18	16.83
18	20.19
18	23.56
18	26.92
18	30.29
18	33.65
18	37.02
18	40.38
18	43.75
18	47.11
18	50.48
18	53.84
18	57.21
18	60.57
18	63.94
18	67.3
18	70.67
18	74.03
18	77.4
18	80.76
18	84.13
18	87.5
18	90.86
18	94.23
18	97.59
18	100.96
18	104.32
18	107.69
18	111.05
18	114.42
18	117.78
18	121.15
18	124.51
18	127.88
18	131.24
18	134.61
18	137.97
18	141.34
18	144.7
18	148.07
18	151.43
18	154.8
18	158.16
18	161.53
18	164.89
18	168.26
18	171.62
18	174.99
18	178.36
18	181.72
18	185.09
18	188.45
18	191.82
18	195.18
18	198.55
18	201.91
18	205.28
18	208.15
18	208.64
18	210.8
18	212.01
18	213.62
18	214.97
18	215.37
18	216.43
18	216.65
19	0
19	0.35
19	1.04
19	2.09
19	3.37
19	5.05
19	6.73
19	9.31
19	10.1
19	13.46
19	16.83
19	20.19
19	23.56
19	26.92
19	30.29
19	33.65
19	37.02
19	40.38
19	43.75
19	47.11
19	50.48
19	53.84
19	57.21
19	60.58
19	63.94
19	67.31
19	70.67
19	74.04
19	77.4
19	80.77
19	84.13
19	87.5
19	90.86
19	94.23
19	97.59
19	100.96
19	104.32
19	107.69
19	111.05
19	114.42
19	117.79
19	121.15
19	124.52
19	127.88
19	131.25
19	134.61
19	137.98
19	141.34
19	144.71
19	148.07
19	151.44
19	154.8
19	158.17
19	161.53
19	164.9
19	168.27
19	171.63
19	175
19	178.36
19	181.73
19	185.09
19	188.46
19	191.82
19	195.19
19	198.55
19	201.92
19	205.28
19	208.65
19	212.01
19	215.06
19	216.54
19	216.77
19	0
19	3.37
19	6.73
19	10.1
19	13.46
19	16.83
19	20.19
19	23.56
19	26.92
19	30.29
19	33.65
19	37.02
19	40.38
19	43.75
19	47.11
19	50.48
19	53.84
19	57.21
19	60.58
19	63.94
19	67.31
19	70.67
19	74.04
19	77.4
19	80.77
19	84.13
19	87.5
19	90.86
19	94.23
19	97.59
19	100.96
19	104.32
19	107.69
19	111.05
19	114.42
19	117.79
19	121.15
19	124.52
19	127.88
19	131.25
19	134.61
19	137.98
19	141.34
19	144.71
19	148.07
19	151.44
19	154.8
19	158.17
19	161.53
19	164.9
19	168.26
19	171.63
19	174.99
19	178.36
19	181.73
19	185.09
19	188.46
19	191.82
19	195.19
19	198.55
19	201.92
19	205.28
19	208.1
19	208.65
19	210.78
19	212.01
19	213.59
19	214.93
19	215.38
19	216.4
19	216.54
20	0
20	0.36
20	1.08
20	2.14
20	3.37
20	5.04
20	6.73
20	9.29
20	10.1
20	13.46
20	16.83
20	20.19
20	23.56
20	26.92
20	30.29
20	33.65
20	37.02
20	40.38
20	43.75
20	47.11
20	50.48
20	53.84
20	57.21
20	60.57
20	63.94
20	67.3
20	70.67
20	74.03
20	77.4
20	80.77
20	84.13
20	87.5
20	90.86
20	94.23
20	97.59
20	100.96
20	104.32
20	107.69
20	111.05
20	114.42
20	117.78
20	121.15
20	124.51
20	127.88
20	131.25
20	134.61
20	137.98
20	141.34
20	144.71
20	148.07
20	151.44
20	154.8
20	158.17
20	161.53
20	164.9
20	168.26
20	171.63
20	174.99
20	178.36
20	181.72
20	185.09
20	188.45
20	191.82
20	195.18
20	198.55
20	201.91
20	205.28
20	208.65
20	212.01
20	214.99
20	216.4
20	216.6
20	0
20	3.37
20	6.73
20	10.1
20	13.46
20	16.83
20	20.19
20	23.56
20	26.92
20	30.29
20	33.65
20	37.02
20	40.38
20	43.75
20	47.11
20	50.48
20	53.84
20	57.21
20	60.57
20	63.94
20	67.3
20	70.67
20	74.03
20	77.4
20	80.76
20	84.13
20	87.5
20	90.86
20	94.23
20	97.59
20	100.96
20	104.32
20	107.69
20	111.05
20	114.42
20	117.78
20	121.15
20	124.51
20	127.88
20	131.24
20	134.61
20	137.97
20	141.34
20	144.7
20	148.07
20	151.43
20	154.8
20	158.16
20	161.53
20	164.9
20	168.26
20	171.63
20	174.99
20	178.36
20	181.72
20	185.09
20	188.45
20	191.82
20	195.18
20	198.55
20	201.91
20	205.28
20	208.08
20	208.64
20	210.76
20	212.01
20	213.57
20	214.89
20	215.37
20	216.38
21	0
21	0.37
21	1.09
21	2.13
21	3.37
21	5.03
21	6.73
21	9.29
21	10.1
21	13.46
21	16.83
21	20.19
21	23.56
21	26.92
21	30.29
21	33.65
21	37.02
21	40.38
21	43.75
21	47.11
21	50.48
21	53.84
21	57.21
21	60.57
21	63.94
21	67.31
21	70.67
21	74.04
21	77.4
21	80.77
21	84.13
21	87.5
21	90.86
21	94.23
21	97.59
21	100.96
21	104.32
21	107.69
21	111.05
21	114.42
21	117.78
21	121.15
21	124.52
21	127.88
21	131.25
21	134.61
21	137.98
21	141.34
21	144.71
21	148.07
21	151.44
21	154.8
21	158.17
21	161.53
21	164.9
21	168.27
21	171.63
21	175
21	178.36
21	181.73
21	185.09
21	188.46
21	191.82
21	195.19
21	198.55
21	201.92
21	205.28
21	208.65
21	212.01
21	214.93
21	216.31
21	216.45
21	0
21	3.37
21	6.73
21	10.1
21	13.46
21	16.83
21	20.19
21	23.56
21	26.92
21	30.29
21	33.65
21	37.02
21	40.38
21	43.75
21	47.11
21	50.48
21	53.84
21	57.21
21	60.58
21	63.94
21	67.31
21	70.67
21	74.04
21	77.4
21	80.77
21	84.13
21	87.5
21	90.86
21	94.23
21	97.59
21	100.96
21	104.32
21	107.69
21	111.05
21	114.42
21	117.78
21	121.15
21	124.51
21	127.88
21	131.24
21	134.61
21	137.97
21	141.34
21	144.71
21	148.07
21	151.44
21	154.8
21	158.17
21	161.53
21	164.9
21	168.26
21	171.63
21	174.99
21	178.36
21	181.72
21	185.09
21	188.45
21	191.82
21	195.18
21	198.55
21	201.91
21	205.28
21	208.05
21	208.64
21	210.74
21	212.01
21	213.56
21	214.85
21	215.38
21	216.27
22	0
22	0.37
22	1.1
22	2.15
22	3.37
22	5.03
22	6.73
22	9.25
22	10.1
22	13.46
22	16.83
22	20.19
22	23.56
22	26.92
22	30.29
22	33.65
22	37.02
22	40.38
22	43.75
22	47.11
22	50.48
22	53.84
22	57.21
22	60.57
22	63.94
22	67.3
22	70.67
22	74.03
22	77.4
22	80.77
22	84.13
22	87.5
22	90.86
22	94.23
22	97.59
22	100.96
22	104.32
22	107.69
22	111.05
22	114.42
22	117.78
22	121.15
22	124.51
22	127.88
22	131.24
22	134.61
22	137.97
22	141.34
22	144.7
22	148.07
22	151.43
22	154.8
22	158.16
22	161.53
22	164.9
22	168.26
22	171.63
22	174.99
22	178.36
22	181.72
22	185.09
22	188.45
22	191.82
22	195.18
22	198.55
22	201.91
22	205.28
22	208.64
22	212.01
22	214.87
22	216.21
22	216.33
22	0
22	3.37
22	6.73
22	10.1
22	13.46
22	16.83
22	20.19
22	23.56
22	26.92
22	30.29
22	33.65
22	37.02
22	40.38
22	43.75
22	47.11
22	50.48
22	53.84
22	57.21
22	60.57
22	63.94
22	67.3
22	70.67
22	74.04
22	77.4
22	80.77
22	84.13
22	87.5
22	90.86
22	94.23
22	97.59
22	100.96
22	104.32
22	107.69
22	111.05
22	114.42
22	117.78
22	121.15
22	124.51
22	127.88
22	131.24
22	134.61
22	137.97
22	141.34
22	144.7
22	148.07
22	151.43
22	154.8
22	158.16
22	161.53
22	164.89
22	168.26
22	171.62
22	174.99
22	178.35
22	181.72
22	185.09
22	188.45
22	191.82
22	195.18
22	198.55
22	201.91
22	205.28
22	208
22	208.64
22	210.73
22	212.01
22	213.52
22	214.79
22	215.37
22	216.11
23	0
23	0.38
23	1.11
23	2.15
23	3.37
23	5.03
23	6.73
23	9.27
23	10.1
23	13.46
23	16.83
23	20.19
23	23.56
23	26.92
23	30.29
23	33.65
23	37.02
23	40.39
23	43.76
23	47.11
23	50.48
23	53.84
23	57.21
23	60.57
23	63.94
23	67.3
23	70.67
23	74.03
23	77.4
23	80.77
23	84.13
23	87.5
23	90.86
23	94.23
23	97.59
23	100.96
23	104.32
23	107.69
23	111.05
23	114.42
23	117.78
23	121.15
23	124.51
23	127.88
23	131.24
23	134.61
23	137.97
23	141.34
23	144.7
23	148.07
23	151.43
23	154.8
23	158.16
23	161.53
23	164.89
23	168.26
23	171.63
23	174.99
23	178.36
23	181.72
23	185.09
23	188.45
23	191.82
23	195.18
23	198.55
23	201.91
23	205.28
23	208.64
23	212.01
23	214.81
23	216.12
23	216.19
23	0
23	3.37
23	6.73
23	10.1
23	13.46
23	16.83
23	20.19
23	23.56
23	26.92
23	30.29
23	33.65
23	37.02
23	40.38
23	43.75
23	47.11
23	50.48
23	53.84
23	57.21
23	60.57
23	63.94
23	67.3
23	70.67
23	74.03
23	77.4
23	80.76
23	84.13
23	87.5
23	90.86
23	94.23
23	97.59
23	100.96
23	104.32
23	107.69
23	111.05
23	114.42
23	117.78
23	121.15
23	124.51
23	127.88
23	131.24
23	134.61
23	137.97
23	141.34
23	144.7
23	148.07
23	151.43
23	154.8
23	158.16
23	161.53
23	164.89
23	168.26
23	171.62
23	174.99
23	178.35
23	181.72
23	185.08
23	188.45
23	191.81
23	195.18
23	198.54
23	201.91
23	205.28
23	207.96
23	208.64
23	210.69
23	212.01
23	213.51
23	214.79
23	215.37
23	215.99
24	0
24	0.38
24	1.13
24	2.19
24	3.37
24	5.03
24	6.73
24	9.27
24	10.1
24	13.46
24	16.83
24	20.19
24	23.56
24	26.92
24	30.29
24	33.65
24	37.02
24	40.38
24	43.75
24	47.11
24	50.48
24	53.84
24	57.21
24	60.57
24	63.94
24	67.3
24	70.67
24	74.03
24	77.4
24	80.76
24	84.13
24	87.49
24	90.86
24	94.23
24	97.59
24	100.96
24	104.32
24	107.69
24	111.05
24	114.42
24	117.78
24	121.15
24	124.51
24	127.88
24	131.24
24	134.61
24	137.97
24	141.34
24	144.7
24	148.07
24	151.43
24	154.8
24	158.16
24	161.53
24	164.89
24	168.26
24	171.62
24	174.99
24	178.35
24	181.72
24	185.08
24	188.45
24	191.82
24	195.18
24	198.55
24	201.91
24	205.28
24	208.64
24	212.01
24	214.74
24	215.99
24	216.02
24	0
24	3.37
24	6.73
24	10.1
24	13.46
24	16.83
24	20.19
24	23.56
24	26.92
24	30.29
24	33.65
24	37.02
24	40.38
24	43.75
24	47.11
24	50.48
24	53.84
24	57.21
24	60.57
24	63.94
24	67.3
24	70.68
24	74.04
24	77.41
24	80.76
24	84.13
24	87.49
24	90.86
24	94.22
24	97.59
24	100.95
24	104.32
24	107.68
24	111.05
24	114.41
24	117.78
24	121.14
24	124.51
24	127.87
24	131.24
24	134.61
24	137.97
24	141.34
24	144.7
24	148.07
24	151.43
24	154.8
24	158.16
24	161.53
24	164.89
24	168.26
24	171.62
24	174.99
24	178.35
24	181.72
24	185.08
24	188.45
24	191.81
24	195.18
24	198.54
24	201.91
24	205.27
24	207.93
24	208.64
24	210.66
24	212
24	213.46
24	214.72
24	215.37
24	215.84
25	0
25	0.39
25	1.14
25	2.19
25	3.37
25	5.01
25	6.73
25	9.23
25	10.1
25	13.46
25	16.83
25	20.19
25	23.56
25	26.92
25	30.29
25	33.65
25	37.02
25	40.38
25	43.75
25	47.11
25	50.48
25	53.84
25	57.21
25	60.57
25	63.94
25	67.3
25	70.67
25	74.03
25	77.4
25	80.76
25	84.13
25	87.49
25	90.86
25	94.22
25	97.59
25	100.96
25	104.32
25	107.69
25	111.05
25	114.42
25	117.78
25	121.15
25	124.51
25	127.88
25	131.24
25	134.61
25	137.97
25	141.34
25	144.7
25	148.07
25	151.43
25	154.8
25	158.16
25	161.53
25	164.89
25	168.26
25	171.63
25	174.99
25	178.36
25	181.72
25	185.09
25	188.45
25	191.82
25	195.18
25	198.55
25	201.91
25	205.28
25	208.64
25	212.01
25	214.69
25	215.9
25	0
25	3.37
25	6.73
25	10.1
25	13.46
25	16.83
25	20.19
25	23.56
25	26.92
25	30.29
25	33.65
25	37.02
25	40.38
25	43.75
25	47.11
25	50.48
25	53.84
25	57.21
25	60.57
25	63.94
25	67.3
25	70.67
25	74.03
25	77.4
25	80.76
25	84.13
25	87.5
25	90.86
25	94.23
25	97.59
25	100.96
25	104.32
25	107.69
25	111.05
25	114.42
25	117.78
25	121.15
25	124.51
25	127.88
25	131.24
25	134.61
25	137.97
25	141.34
25	144.7
25	148.07
25	151.43
25	154.8
25	158.17
25	161.53
25	164.9
25	168.26
25	171.63
25	174.99
25	178.36
25	181.72
25	185.09
25	188.45
25	191.82
25	195.18
25	198.55
25	201.91
25	205.28
25	207.88
25	208.64
25	210.64
25	212.01
25	213.47
25	214.69
25	215.38
25	215.72
26	0
26	0.4
26	1.16
26	2.22
26	3.37
26	5.03
26	6.73
26	9.23
26	10.1
26	13.46
26	16.83
26	20.19
26	23.56
26	26.92
26	30.29
26	33.65
26	37.02
26	40.38
26	43.75
26	47.11
26	50.48
26	53.85
26	57.21
26	60.58
26	63.94
26	67.31
26	70.67
26	74.04
26	77.4
26	80.77
26	84.13
26	87.5
26	90.86
26	94.23
26	97.59
26	100.96
26	104.33
26	107.69
26	111.06
26	114.42
26	117.79
26	121.15
26	124.52
26	127.88
26	131.25
26	134.61
26	137.98
26	141.34
26	144.71
26	148.07
26	151.44
26	154.8
26	158.17
26	161.53
26	164.9
26	168.26
26	171.63
26	175
26	178.36
26	181.73
26	185.09
26	188.46
26	191.82
26	195.19
26	198.55
26	201.92
26	205.28
26	208.65
26	212.01
26	214.65
26	215.8
26	0
26	3.37
26	6.73
26	10.1
26	13.46
26	16.83
26	20.19
26	23.56
26	26.92
26	30.29
26	33.65
26	37.02
26	40.38
26	43.75
26	47.11
26	50.48
26	53.84
26	57.21
26	60.57
26	63.94
26	67.3
26	70.67
26	74.04
26	77.4
26	80.77
26	84.13
26	87.5
26	90.86
26	94.23
26	97.59
26	100.96
26	104.32
26	107.69
26	111.05
26	114.42
26	117.78
26	121.15
26	124.51
26	127.88
26	131.24
26	134.61
26	137.98
26	141.34
26	144.71
26	148.07
26	151.44
26	154.8
26	158.17
26	161.53
26	164.9
26	168.26
26	171.63
26	174.99
26	178.36
26	181.72
26	185.09
26	188.45
26	191.82
26	195.19
26	198.55
26	201.92
26	205.28
26	207.88
26	208.65
26	210.61
26	212.01
26	213.45
26	214.66
26	215.38
26	215.63
27	0
27	0.42
27	1.16
27	2.22
27	3.37
27	4.99
27	6.73
27	9.22
27	10.1
27	13.46
27	16.83
27	20.19
27	23.56
27	26.92
27	30.29
27	33.65
27	37.02
27	40.38
27	43.75
27	47.11
27	50.48
27	53.84
27	57.21
27	60.58
27	63.94
27	67.31
27	70.67
27	74.04
27	77.4
27	80.77
27	84.13
27	87.5
27	90.86
27	94.23
27	97.59
27	100.96
27	104.32
27	107.69
27	111.05
27	114.42
27	117.79
27	121.15
27	124.52
27	127.88
27	131.25
27	134.61
27	137.98
27	141.34
27	144.71
27	148.07
27	151.44
27	154.8
27	158.17
27	161.53
27	164.9
27	168.26
27	171.63
27	175
27	178.36
27	181.73
27	185.09
27	188.46
27	191.82
27	195.19
27	198.55
27	201.92
27	205.28
27	208.65
27	212.01
27	214.59
27	215.7
27	0
27	3.37
27	6.73
27	10.1
27	13.46
27	16.83
27	20.19
27	23.56
27	26.92
27	30.29
27	33.65
27	37.02
27	40.38
27	43.75
27	47.11
27	50.48
27	53.85
27	57.21
27	60.58
27	63.94
27	67.31
27	70.67
27	74.04
27	77.4
27	80.77
27	84.13
27	87.5
27	90.86
27	94.23
27	97.59
27	100.96
27	104.32
27	107.69
27	111.06
27	114.42
27	117.79
27	121.15
27	124.52
27	127.88
27	131.25
27	134.61
27	137.98
27	141.34
27	144.71
27	148.07
27	151.44
27	154.8
27	158.17
27	161.53
27	164.9
27	168.26
27	171.63
27	175
27	178.36
27	181.73
27	185.09
27	188.46
27	191.82
27	195.19
27	198.55
27	201.92
27	205.28
27	207.83
27	208.65
27	210.6
27	212.01
27	213.44
27	214.64
27	215.38
27	215.54
28	0
28	0.42
28	1.17
28	2.24
28	3.37
28	5
28	6.73
28	9.23
28	10.1
28	13.46
28	16.83
28	20.19
28	23.56
28	26.92
28	30.29
28	33.65
28	37.02
28	40.38
28	43.75
28	47.11
28	50.48
28	53.84
28	57.21
28	60.57
28	63.94
28	67.3
28	70.67
28	74.04
28	77.4
28	80.77
28	84.13
28	87.5
28	90.86
28	94.23
28	97.59
28	100.96
28	104.32
28	107.69
28	111.05
28	114.42
28	117.78
28	121.15
28	124.51
28	127.88
28	131.24
28	134.61
28	137.98
28	141.34
28	144.71
28	148.07
28	151.44
28	154.8
28	158.17
28	161.53
28	164.9
28	168.26
28	171.63
28	174.99
28	178.36
28	181.72
28	185.09
28	188.45
28	191.82
28	195.19
28	198.55
28	201.92
28	205.28
28	208.65
28	212.01
28	214.54
28	215.58
28	0
28	3.37
28	6.73
28	10.1
28	13.46
28	16.83
28	20.19
28	23.56
28	26.92
28	30.29
28	33.65
28	37.02
28	40.38
28	43.75
28	47.11
28	50.48
28	53.84
28	57.21
28	60.57
28	63.94
28	67.31
28	70.67
28	74.04
28	77.4
28	80.77
28	84.13
28	87.5
28	90.86
28	94.23
28	97.59
28	100.96
28	104.32
28	107.69
28	111.06
28	114.42
28	117.79
28	121.15
28	124.52
28	127.88
28	131.25
28	134.61
28	137.98
28	141.34
28	144.71
28	148.07
28	151.44
28	154.8
28	158.17
28	161.53
28	164.9
28	168.26
28	171.63
28	174.99
28	178.36
28	181.73
28	185.09
28	188.46
28	191.82
28	195.19
28	198.55
28	201.92
28	205.28
28	207.83
28	208.65
28	210.61
28	212.01
28	213.43
28	214.62
28	215.38
28	215.43
29	0
29	0.42
29	1.18
29	2.25
29	3.37
29	4.99
29	6.73
29	9.19
29	10.1
29	13.46
29	16.83
29	20.19
29	23.56
29	26.92
29	30.29
29	33.65
29	37.02
29	40.38
29	43.75
29	47.11
29	50.48
29	53.84
29	57.21
29	60.57
29	63.94
29	67.31
29	70.67
29	74.04
29	77.4
29	80.77
29	84.13
29	87.5
29	90.86
29	94.23
29	97.59
29	100.96
29	104.32
29	107.69
29	111.05
29	114.42
29	117.78
29	121.15
29	124.51
29	127.88
29	131.25
29	134.61
29	137.98
29	141.34
29	144.71
29	148.07
29	151.44
29	154.8
29	158.17
29	161.53
29	164.9
29	168.26
29	171.63
29	174.99
29	178.36
29	181.72
29	185.09
29	188.46
29	191.82
29	195.19
29	198.55
29	201.92
29	205.28
29	208.65
29	212.01
29	214.49
29	215.49
29	0
29	3.37
29	6.73
29	10.1
29	13.46
29	16.83
29	20.19
29	23.56
29	26.92
29	30.29
29	33.65
29	37.02
29	40.38
29	43.75
29	47.11
29	50.48
29	53.84
29	57.21
29	60.58
29	63.94
29	67.31
29	70.67
29	74.04
29	77.4
29	80.77
29	84.13
29	87.5
29	90.86
29	94.23
29	97.59
29	100.96
29	104.32
29	107.69
29	111.05
29	114.42
29	117.79
29	121.15
29	124.52
29	127.88
29	131.25
29	134.61
29	137.98
29	141.34
29	144.71
29	148.07
29	151.44
29	154.8
29	158.17
29	161.53
29	164.9
29	168.26
29	171.63
29	174.99
29	178.36
29	181.73
29	185.09
29	188.46
29	191.82
29	195.19
29	198.55
29	201.92
29	205.28
29	207.81
29	208.65
29	210.58
29	212.01
29	213.39
29	214.57
29	215.33
30	0
30	0.42
30	1.19
30	2.25
30	3.37
30	4.99
30	6.73
30	9.21
30	10.1
30	13.46
30	16.83
30	20.19
30	23.56
30	26.92
30	30.29
30	33.65
30	37.02
30	40.38
30	43.75
30	47.12
30	50.48
30	53.85
30	57.21
30	60.58
30	63.94
30	67.31
30	70.67
30	74.04
30	77.4
30	80.77
30	84.13
30	87.5
30	90.86
30	94.23
30	97.6
30	100.96
30	104.33
30	107.69
30	111.06
30	114.42
30	117.79
30	121.15
30	124.52
30	127.88
30	131.25
30	134.61
30	137.98
30	141.34
30	144.71
30	148.08
30	151.44
30	154.81
30	158.17
30	161.54
30	164.9
30	168.27
30	171.63
30	177.47
30	178.36
30	181.73
30	185.09
30	188.46
30	191.82
30	195.19
30	198.55
30	201.92
30	205.29
30	208.65
30	212.02
30	214.44
30	215.38
30	0
30	3.37
30	6.73
30	10.1
30	13.46
30	16.83
30	20.19
30	23.56
30	26.92
30	30.29
30	33.65
30	37.02
30	40.38
30	43.75
30	47.12
30	50.48
30	53.85
30	57.21
30	60.58
30	63.94
30	67.31
30	70.67
30	74.04
30	77.4
30	80.77
30	84.13
30	87.5
30	90.86
30	94.23
30	97.59
30	100.96
30	104.32
30	107.69
30	111.06
30	114.42
30	117.79
30	121.15
30	124.52
30	127.88
30	131.25
30	134.61
30	137.98
30	141.34
30	144.71
30	148.07
30	151.44
30	154.8
30	158.17
30	161.54
30	164.9
30	168.27
30	171.63
30	175
30	178.36
30	181.73
30	185.09
30	188.46
30	191.82
30	195.19
30	198.55
30	201.92
30	205.28
30	207.77
30	208.65
30	210.57
30	212.01
30	213.38
30	214.55
30	215.22
31	0
31	0.43
31	1.19
31	2.25
31	3.37
31	4.98
31	6.73
31	9.22
31	10.1
31	13.46
31	16.83
31	20.19
31	23.56
31	26.92
31	30.29
31	33.65
31	37.02
31	40.38
31	43.75
31	47.12
31	50.48
31	53.85
31	57.21
31	60.58
31	63.94
31	67.31
31	70.67
31	74.04
31	77.4
31	80.77
31	84.13
31	87.5
31	90.87
31	94.23
31	97.6
31	100.96
31	104.33
31	107.69
31	111.06
31	114.42
31	117.79
31	121.15
31	124.52
31	127.88
31	131.25
31	134.62
31	137.98
31	141.35
31	144.71
31	148.08
31	151.44
31	154.81
31	158.17
31	161.54
31	164.9
31	168.27
31	171.64
31	175
31	178.37
31	181.73
31	185.1
31	188.46
31	191.83
31	195.19
31	198.56
31	201.92
31	205.29
31	208.65
31	212.02
31	214.37
31	215.27
31	0
31	3.37
31	6.73
31	10.1
31	13.46
31	16.83
31	20.19
31	23.56
31	26.92
31	30.29
31	33.65
31	37.02
31	40.38
31	43.75
31	47.12
31	50.48
31	53.85
31	57.21
31	60.58
31	63.94
31	67.31
31	70.67
31	74.04
31	77.4
31	80.77
31	84.13
31	87.5
31	90.87
31	94.23
31	97.6
31	100.96
31	104.33
31	107.69
31	111.06
31	114.42
31	117.79
31	121.15
31	124.52
31	127.88
31	131.25
31	134.62
31	137.98
31	141.35
31	144.71
31	148.08
31	151.44
31	154.81
31	158.17
31	161.54
31	164.9
31	168.27
31	171.63
31	175
31	178.37
31	181.73
31	185.1
31	188.46
31	191.83
31	195.19
31	198.56
31	201.92
31	205.25
31	205.29
31	207.78
31	208.65
31	210.56
31	212.02
31	213.38
31	214.52
31	215.13
32	0
32	0.43
32	1.2
32	2.28
32	3.37
32	5
32	6.73
32	9.22
32	10.1
32	13.46
32	16.83
32	20.19
32	23.56
32	26.92
32	30.29
32	33.65
32	37.02
32	40.38
32	43.75
32	47.12
32	50.48
32	53.85
32	57.21
32	60.58
32	63.94
32	67.31
32	70.67
32	74.04
32	77.4
32	80.77
32	84.14
32	87.5
32	90.87
32	94.23
32	97.6
32	100.96
32	104.33
32	107.69
32	111.06
32	114.42
32	117.79
32	121.15
32	124.52
32	127.89
32	131.25
32	134.62
32	137.98
32	141.35
32	144.71
32	148.08
32	151.44
32	154.81
32	158.17
32	161.54
32	164.9
32	168.27
32	171.63
32	175
32	178.37
32	181.73
32	185.1
32	188.46
32	191.83
32	195.19
32	198.56
32	201.92
32	205.29
32	208.65
32	212.02
32	214.32
32	215.18
32	0
32	3.37
32	6.73
32	10.1
32	13.46
32	16.83
32	20.19
32	23.56
32	26.92
32	30.29
32	33.65
32	37.02
32	40.38
32	43.75
32	47.12
32	50.48
32	53.85
32	57.21
32	60.58
32	63.94
32	67.31
32	70.67
32	74.04
32	77.4
32	80.77
32	84.13
32	87.5
32	90.86
32	94.23
32	97.6
32	100.96
32	104.33
32	107.69
32	111.06
32	114.42
32	117.79
32	121.15
32	124.52
32	127.88
32	131.25
32	134.61
32	137.98
32	141.35
32	144.71
32	148.08
32	151.44
32	154.81
32	158.17
32	161.54
32	164.9
32	168.27
32	171.63
32	175
32	178.36
32	181.73
32	185.09
32	188.46
32	191.83
32	195.19
32	198.56
32	201.92
32	205.22
32	205.29
32	207.75
32	208.65
32	210.54
